r1_low,r1_high,r1_center,r2_low,r2_high,r2_center,bin_area,observed_count,observed_probability,observed_density,expected_probability,expected_density,expected_count,standardized_residual
0.24,0.26,0.25,0.98,1.0,0.99,0.0004000000000000007,87,0.00087,2.1749999999999963,0.0008921862320667039,2.2304655801667557,89.21862320667039,-0.23488527565339623
0.26,0.28,0.27,0.0,0.02,0.01,0.00040000000000000034,0,0.0,0.0,0.0,0.0,0.0,
0.26,0.28,0.27,0.02,0.04,0.03,0.00040000000000000034,0,0.0,0.0,0.0,0.0,0.0,
0.26,0.28,0.27,0.04,0.06,0.05,0.0004000000000000003,0,0.0,0.0,0.0,0.0,0.0,
0.26,0.28,0.27,0.06,0.08,0.07,0.00040000000000000045,0,0.0,0.0,0.0,0.0,0.0,
0.26,0.28,0.27,0.08,0.1,0.09,0.00040000000000000045,0,0.0,0.0,0.0,0.0,0.0,
0.26,0.28,0.27,0.1,0.12,0.11,0.0004000000000000002,0,0.0,0.0,0.0,0.0,0.0,
0.26,0.28,0.27,0.12,0.14,0.13,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.26,0.28,0.27,0.14,0.16,0.15000000000000002,0.0004000000000000002,0,0.0,0.0,0.0,0.0,0.0,
0.26,0.28,0.27,0.16,0.18,0.16999999999999998,0.0004000000000000002,0,0.0,0.0,0.0,0.0,0.0,
0.26,0.28,0.27,0.18,0.2,0.19,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.26,0.28,0.27,0.2,0.22,0.21000000000000002,0.0004000000000000002,0,0.0,0.0,0.0,0.0,0.0,
0.26,0.28,0.27,0.22,0.24,0.22999999999999998,0.0004000000000000002,0,0.0,0.0,0.0,0.0,0.0,
0.26,0.28,0.27,0.24,0.26,0.25,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.26,0.28,0.27,0.26,0.28,0.27,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.26,0.28,0.27,0.28,0.3,0.29000000000000004,0.0003999999999999996,0,0.0,0.0,0.0,0.0,0.0,
0.26,0.28,0.27,0.3,0.32,0.31,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.26,0.28,0.27,0.32,0.34,0.33,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.26,0.28,0.27,0.34,0.36,0.35,0.0003999999999999996,0,0.0,0.0,0.0,0.0,0.0,
0.26,0.28,0.27,0.36,0.38,0.37,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.26,0.28,0.27,0.38,0.4,0.39,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.26,0.28,0.27,0.4,0.42,0.41000000000000003,0.0003999999999999996,0,0.0,0.0,0.0,0.0,0.0,
0.26,0.28,0.27,0.42,0.44,0.43,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.26,0.28,0.27,0.44,0.46,0.45,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.26,0.28,0.27,0.46,0.48,0.47,0.0003999999999999996,0,0.0,0.0,0.0,0.0,0.0,
0.26,0.28,0.27,0.48,0.5,0.49,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.26,0.28,0.27,0.5,0.52,0.51,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.26,0.28,0.27,0.52,0.54,0.53,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.26,0.28,0.27,0.54,0.56,0.55,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.26,0.28,0.27,0.56,0.58,0.5700000000000001,0.0003999999999999985,0,0.0,0.0,0.0,0.0,0.0,
0.26,0.28,0.27,0.58,0.6,0.59,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.26,0.28,0.27,0.6,0.62,0.61,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.26,0.28,0.27,0.62,0.64,0.63,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.26,0.28,0.27,0.64,0.66,0.65,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.26,0.28,0.27,0.66,0.68,0.67,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.26,0.28,0.27,0.68,0.7000000000000001,0.6900000000000001,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.26,0.28,0.27,0.7000000000000001,0.72,0.71,0.0003999999999999985,0,0.0,0.0,0.0,0.0,0.0,
0.26,0.28,0.27,0.72,0.74,0.73,0.0004000000000000007,52,0.00052,1.2999999999999976,0.0004260937768690688,1.06523444217267,42.60937768690688,1.4386057045283853
0.26,0.28,0.27,0.74,0.76,0.75,0.0004000000000000007,80,0.0008,1.9999999999999964,0.0008707602802382238,2.1769007005955556,87.07602802382239,-0.75829857347545
0.26,0.28,0.27,0.76,0.78,0.77,0.0004000000000000007,80,0.0008,1.9999999999999964,0.0008294884938751862,2.0737212346879614,82.94884938751862,-0.3237780539633911
0.26,0.28,0.27,0.78,0.8,0.79,0.0004000000000000007,87,0.00087,2.1749999999999963,0.000797303696559423,1.9932592413985537,79.7303696559423,0.8141425235643638
0.26,0.28,0.27,0.8,0.8200000000000001,0.81,0.0004000000000000007,84,0.00084,2.099999999999996,0.0007734080338244259,1.9335200845610612,77.34080338244259,0.7572120183971404
0.26,0.28,0.27,0.8200000000000001,0.84,0.8300000000000001,0.0003999999999999985,57,0.00057,1.4250000000000054,0.0007572119937569086,1.8930299843922787,75.72119937569086,-2.1514186361098346
0.26,0.28,0.27,0.84,0.86,0.85,0.0004000000000000007,58,0.00058,1.4499999999999973,0.0007483174475284841,1.8707936188212069,74.83174475284841,-1.9457462450247638
0.26,0.28,0.27,0.86,0.88,0.87,0.0004000000000000007,72,0.00072,1.799999999999997,0.000746506351080556,1.8662658777013865,74.6506351080556,-0.3067843438769654
0.26,0.28,0.27,0.88,0.9,0.89,0.0004000000000000007,71,0.00071,1.7749999999999968,0.0007517346131217979,1.8793365328044913,75.1734613121798,-0.48135348251073157
0.26,0.28,0.27,0.9,0.92,0.91,0.0004000000000000007,64,0.00064,1.5999999999999972,0.0007641308640622916,1.9103271601557255,76.41308640622916,-1.4200247296160584
0.26,0.28,0.27,0.92,0.9400000000000001,0.93,0.0004000000000000007,87,0.00087,2.1749999999999963,0.0007840000730442761,1.9600001826106868,78.40000730442762,0.9712701254261392
0.26,0.28,0.27,0.9400000000000001,0.96,0.95,0.0003999999999999985,86,0.00086,2.150000000000008,0.0008118321694259121,2.029580423564788,81.1832169425912,0.5345938500455197
0.26,0.28,0.27,0.96,0.98,0.97,0.0004000000000000007,83,0.00083,2.074999999999996,0.0008483160442257867,2.120790110564463,84.83160442257866,-0.1988624762823751
0.26,0.28,0.27,0.98,1.0,0.99,0.0004000000000000007,72,0.00072,1.799999999999997,0.0008943595503230128,2.235898875807528,89.43595503230128,-1.8436974959183232
0.28,0.3,0.29000000000000004,0.0,0.02,0.01,0.00039999999999999926,0,0.0,0.0,0.0,0.0,0.0,
0.28,0.3,0.29000000000000004,0.02,0.04,0.03,0.00039999999999999926,0,0.0,0.0,0.0,0.0,0.0,
0.28,0.3,0.29000000000000004,0.04,0.06,0.05,0.0003999999999999992,0,0.0,0.0,0.0,0.0,0.0,
0.28,0.3,0.29000000000000004,0.06,0.08,0.07,0.0003999999999999993,0,0.0,0.0,0.0,0.0,0.0,
0.28,0.3,0.29000000000000004,0.08,0.1,0.09,0.0003999999999999993,0,0.0,0.0,0.0,0.0,0.0,
0.28,0.3,0.29000000000000004,0.1,0.12,0.11,0.00039999999999999904,0,0.0,0.0,0.0,0.0,0.0,
0.28,0.3,0.29000000000000004,0.12,0.14,0.13,0.0003999999999999996,0,0.0,0.0,0.0,0.0,0.0,
0.28,0.3,0.29000000000000004,0.14,0.16,0.15000000000000002,0.00039999999999999904,0,0.0,0.0,0.0,0.0,0.0,
0.28,0.3,0.29000000000000004,0.16,0.18,0.16999999999999998,0.00039999999999999904,0,0.0,0.0,0.0,0.0,0.0,
0.28,0.3,0.29000000000000004,0.18,0.2,0.19,0.0003999999999999996,0,0.0,0.0,0.0,0.0,0.0,
0.28,0.3,0.29000000000000004,0.2,0.22,0.21000000000000002,0.00039999999999999904,0,0.0,0.0,0.0,0.0,0.0,
0.28,0.3,0.29000000000000004,0.22,0.24,0.22999999999999998,0.00039999999999999904,0,0.0,0.0,0.0,0.0,0.0,
0.28,0.3,0.29000000000000004,0.24,0.26,0.25,0.0003999999999999996,0,0.0,0.0,0.0,0.0,0.0,
0.28,0.3,0.29000000000000004,0.26,0.28,0.27,0.0003999999999999996,0,0.0,0.0,0.0,0.0,0.0,
0.28,0.3,0.29000000000000004,0.28,0.3,0.29000000000000004,0.0003999999999999985,0,0.0,0.0,0.0,0.0,0.0,
0.28,0.3,0.29000000000000004,0.3,0.32,0.31,0.0003999999999999996,0,0.0,0.0,0.0,0.0,0.0,
0.28,0.3,0.29000000000000004,0.32,0.34,0.33,0.0003999999999999996,0,0.0,0.0,0.0,0.0,0.0,
0.28,0.3,0.29000000000000004,0.34,0.36,0.35,0.0003999999999999985,0,0.0,0.0,0.0,0.0,0.0,
0.28,0.3,0.29000000000000004,0.36,0.38,0.37,0.0003999999999999996,0,0.0,0.0,0.0,0.0,0.0,
0.28,0.3,0.29000000000000004,0.38,0.4,0.39,0.0003999999999999996,0,0.0,0.0,0.0,0.0,0.0,
0.28,0.3,0.29000000000000004,0.4,0.42,0.41000000000000003,0.0003999999999999985,0,0.0,0.0,0.0,0.0,0.0,
0.28,0.3,0.29000000000000004,0.42,0.44,0.43,0.0003999999999999996,0,0.0,0.0,0.0,0.0,0.0,
0.28,0.3,0.29000000000000004,0.44,0.46,0.45,0.0003999999999999996,0,0.0,0.0,0.0,0.0,0.0,
0.28,0.3,0.29000000000000004,0.46,0.48,0.47,0.0003999999999999985,0,0.0,0.0,0.0,0.0,0.0,
0.28,0.3,0.29000000000000004,0.48,0.5,0.49,0.0003999999999999996,0,0.0,0.0,0.0,0.0,0.0,
0.28,0.3,0.29000000000000004,0.5,0.52,0.51,0.0003999999999999996,0,0.0,0.0,0.0,0.0,0.0,
0.28,0.3,0.29000000000000004,0.52,0.54,0.53,0.0003999999999999996,0,0.0,0.0,0.0,0.0,0.0,
0.28,0.3,0.29000000000000004,0.54,0.56,0.55,0.0003999999999999996,0,0.0,0.0,0.0,0.0,0.0,
0.28,0.3,0.29000000000000004,0.56,0.58,0.5700000000000001,0.00039999999999999736,0,0.0,0.0,0.0,0.0,0.0,
0.28,0.3,0.29000000000000004,0.58,0.6,0.59,0.0003999999999999996,0,0.0,0.0,0.0,0.0,0.0,
0.28,0.3,0.29000000000000004,0.6,0.62,0.61,0.0003999999999999996,0,0.0,0.0,0.0,0.0,0.0,
0.28,0.3,0.29000000000000004,0.62,0.64,0.63,0.0003999999999999996,0,0.0,0.0,0.0,0.0,0.0,
0.28,0.3,0.29000000000000004,0.64,0.66,0.65,0.0003999999999999996,0,0.0,0.0,0.0,0.0,0.0,
0.28,0.3,0.29000000000000004,0.66,0.68,0.67,0.0003999999999999996,0,0.0,0.0,0.0,0.0,0.0,
0.28,0.3,0.29000000000000004,0.68,0.7000000000000001,0.6900000000000001,0.0003999999999999996,0,0.0,0.0,0.0,0.0,0.0,
0.28,0.3,0.29000000000000004,0.7000000000000001,0.72,0.71,0.00039999999999999736,36,0.00036,0.900000000000006,0.0004330820348539597,1.0827050871349064,43.30820348539597,-1.1105178580637842
0.28,0.3,0.29000000000000004,0.72,0.74,0.73,0.0003999999999999996,98,0.00098,2.4500000000000024,0.000874128814874321,2.185322037185805,87.4128814874321,1.1323744358853047
0.28,0.3,0.29000000000000004,0.74,0.76,0.75,0.0003999999999999996,100,0.001,2.5000000000000027,0.0008353623326488052,2.088405831622015,83.53623326488052,1.8013236869628655
0.28,0.3,0.29000000000000004,0.76,0.78,0.77,0.0003999999999999996,92,0.00092,2.3000000000000025,0.0008046881575247892,2.011720393811975,80.46881575247892,1.2854645562722562
0.28,0.3,0.29000000000000004,0.78,0.8,0.79,0.0003999999999999996,74,0.00074,1.8500000000000019,0.0007813072257725004,1.953268064431253,78.13072257725004,-0.4673207962173456
0.28,0.3,0.29000000000000004,0.8,0.8200000000000001,0.81,0.0003999999999999996,74,0.00074,1.8500000000000019,0.0007646135071973171,1.9115337679932947,76.46135071973171,-0.2814832250181907
0.28,0.3,0.29000000000000004,0.8200000000000001,0.84,0.8300000000000001,0.00039999999999999736,74,0.00074,1.850000000000012,0.0007541759242704234,1.8854398106760708,75.41759242704234,-0.16323566483495583
0.28,0.3,0.29000000000000004,0.84,0.86,0.85,0.0003999999999999996,84,0.00084,2.1000000000000023,0.0007497256990296546,1.8743142475741386,74.97256990296546,1.0425885121185527
0.28,0.3,0.29000000000000004,0.86,0.88,0.87,0.0003999999999999996,72,0.00072,1.800000000000002,0.0007511485544947636,1.877871386236911,75.11485544947635,-0.3593974400285793
0.28,0.3,0.29000000000000004,0.88,0.9,0.89,0.0003999999999999996,72,0.00072,1.800000000000002,0.0007584814226602195,1.8962035566505508,75.84814226602195,-0.4418538520272202
0.28,0.3,0.29000000000000004,0.9,0.92,0.91,0.0003999999999999996,65,0.00065,1.6250000000000016,0.0007719135135510501,1.9297837838776273,77.19135135510501,-1.387610334989125
0.28,0.3,0.29000000000000004,0.92,0.9400000000000001,0.93,0.0003999999999999996,92,0.00092,2.3000000000000025,0.0007917917927809523,1.9794794819523829,79.17917927809523,1.440821994347121
0.28,0.3,0.29000000000000004,0.9400000000000001,0.96,0.95,0.00039999999999999736,93,0.00093,2.3250000000000153,0.0008186311111029022,2.046577777757269,81.86311111029022,1.2308914757360696
0.28,0.3,0.29000000000000004,0.96,0.98,0.97,0.0003999999999999996,99,0.00099,2.4750000000000028,0.0008531294414394868,2.132823603598719,85.31294414394868,1.481844302707439
0.28,0.3,0.29000000000000004,0.98,1.0,0.99,0.0003999999999999996,86,0.00086,2.150000000000002,0.000896188921133772,2.240472302834432,89.6188921133772,-0.3822749592640533
0.3,0.32,0.31,0.0,0.02,0.01,0.00040000000000000034,0,0.0,0.0,0.0,0.0,0.0,
0.3,0.32,0.31,0.02,0.04,0.03,0.00040000000000000034,0,0.0,0.0,0.0,0.0,0.0,
0.3,0.32,0.31,0.04,0.06,0.05,0.0004000000000000003,0,0.0,0.0,0.0,0.0,0.0,
0.3,0.32,0.31,0.06,0.08,0.07,0.00040000000000000045,0,0.0,0.0,0.0,0.0,0.0,
0.3,0.32,0.31,0.08,0.1,0.09,0.00040000000000000045,0,0.0,0.0,0.0,0.0,0.0,
0.3,0.32,0.31,0.1,0.12,0.11,0.0004000000000000002,0,0.0,0.0,0.0,0.0,0.0,
0.3,0.32,0.31,0.12,0.14,0.13,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.3,0.32,0.31,0.14,0.16,0.15000000000000002,0.0004000000000000002,0,0.0,0.0,0.0,0.0,0.0,
0.3,0.32,0.31,0.16,0.18,0.16999999999999998,0.0004000000000000002,0,0.0,0.0,0.0,0.0,0.0,
0.3,0.32,0.31,0.18,0.2,0.19,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.3,0.32,0.31,0.2,0.22,0.21000000000000002,0.0004000000000000002,0,0.0,0.0,0.0,0.0,0.0,
0.3,0.32,0.31,0.22,0.24,0.22999999999999998,0.0004000000000000002,0,0.0,0.0,0.0,0.0,0.0,
0.3,0.32,0.31,0.24,0.26,0.25,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.3,0.32,0.31,0.26,0.28,0.27,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.3,0.32,0.31,0.28,0.3,0.29000000000000004,0.0003999999999999996,0,0.0,0.0,0.0,0.0,0.0,
0.3,0.32,0.31,0.3,0.32,0.31,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.3,0.32,0.31,0.32,0.34,0.33,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.3,0.32,0.31,0.34,0.36,0.35,0.0003999999999999996,0,0.0,0.0,0.0,0.0,0.0,
0.3,0.32,0.31,0.36,0.38,0.37,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.3,0.32,0.31,0.38,0.4,0.39,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.3,0.32,0.31,0.4,0.42,0.41000000000000003,0.0003999999999999996,0,0.0,0.0,0.0,0.0,0.0,
0.3,0.32,0.31,0.42,0.44,0.43,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.3,0.32,0.31,0.44,0.46,0.45,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.3,0.32,0.31,0.46,0.48,0.47,0.0003999999999999996,0,0.0,0.0,0.0,0.0,0.0,
0.3,0.32,0.31,0.48,0.5,0.49,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.3,0.32,0.31,0.5,0.52,0.51,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.3,0.32,0.31,0.52,0.54,0.53,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.3,0.32,0.31,0.54,0.56,0.55,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.3,0.32,0.31,0.56,0.58,0.5700000000000001,0.0003999999999999985,0,0.0,0.0,0.0,0.0,0.0,
0.3,0.32,0.31,0.58,0.6,0.59,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.3,0.32,0.31,0.6,0.62,0.61,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.3,0.32,0.31,0.62,0.64,0.63,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.3,0.32,0.31,0.64,0.66,0.65,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.3,0.32,0.31,0.66,0.68,0.67,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.3,0.32,0.31,0.68,0.7000000000000001,0.6900000000000001,0.0004000000000000007,43,0.00043,1.074999999999998,0.000446371674160116,1.115929185400288,44.6371674160116,-0.2450443981575287
0.3,0.32,0.31,0.7000000000000001,0.72,0.71,0.0003999999999999985,85,0.00085,2.125000000000008,0.0008769903809040178,2.1924759522600525,87.69903809040177,-0.2882116944042659
0.3,0.32,0.31,0.72,0.74,0.73,0.0004000000000000007,78,0.00078,1.9499999999999964,0.0008404237449040769,2.1010593622601883,84.04237449040768,-0.6591108806666073
0.3,0.32,0.31,0.74,0.76,0.75,0.0004000000000000007,80,0.0008,1.9999999999999964,0.0008111807871741683,2.027951967935417,81.11807871741684,-0.1241405178924566
0.3,0.32,0.31,0.76,0.78,0.77,0.0004000000000000007,92,0.00092,2.299999999999996,0.0007884599501721815,1.9711498754304502,78.84599501721816,1.481385818979723
0.3,0.32,0.31,0.78,0.8,0.79,0.0004000000000000007,86,0.00086,2.149999999999996,0.0007716415936531128,1.9291039841327784,77.16415936531128,1.005865840390883
0.3,0.32,0.31,0.8,0.8200000000000001,0.81,0.0004000000000000007,70,0.0007,1.749999999999997,0.0007602687849159063,1.9006719622897623,76.02687849159062,-0.6912081590068416
0.3,0.32,0.31,0.8200000000000001,0.84,0.8300000000000001,0.0003999999999999985,82,0.00082,2.050000000000008,0.0007540334005027325,1.8850835012568383,75.40334005027326,0.7596766983037487
0.3,0.32,0.31,0.84,0.86,0.85,0.0004000000000000007,64,0.00064,1.5999999999999972,0.0007527668864997106,1.8819172162492732,75.27668864997106,-1.2997245923379377
0.3,0.32,0.31,0.86,0.88,0.87,0.0004000000000000007,75,0.00075,1.8749999999999967,0.0007564352515436718,1.891088128859176,75.64352515436718,-0.0739911278917691
0.3,0.32,0.31,0.88,0.9,0.89,0.0004000000000000007,77,0.00077,1.9249999999999965,0.0007651380646094373,1.9128451615235897,76.51380646094373,0.0555826539107588
0.3,0.32,0.31,0.9,0.92,0.91,0.0004000000000000007,69,0.00069,1.7249999999999968,0.0007791114123444332,1.9477785308610795,77.91114123444332,-1.0095632754336723
0.3,0.32,0.31,0.92,0.9400000000000001,0.93,0.0004000000000000007,73,0.00073,1.8249999999999966,0.0007987349504072721,1.9968373760181768,79.87349504072722,-0.7690884326670473
0.3,0.32,0.31,0.9400000000000001,0.96,0.95,0.0003999999999999985,71,0.00071,1.7750000000000068,0.000824543371950455,2.061358429876145,82.4543371950455,-1.261430162419164
0.3,0.32,0.31,0.96,0.98,0.97,0.0004000000000000007,82,0.00082,2.0499999999999963,0.0008572428269022844,2.1431070672557073,85.72428269022843,-0.40224505020071916
0.3,0.32,0.31,0.98,1.0,0.99,0.0004000000000000007,92,0.00092,2.299999999999996,0.0008977330729540436,2.244332682385105,89.77330729540436,0.23501017920941894
0.32,0.34,0.33,0.0,0.02,0.01,0.00040000000000000034,0,0.0,0.0,0.0,0.0,0.0,
0.32,0.34,0.33,0.02,0.04,0.03,0.00040000000000000034,0,0.0,0.0,0.0,0.0,0.0,
0.32,0.34,0.33,0.04,0.06,0.05,0.0004000000000000003,0,0.0,0.0,0.0,0.0,0.0,
0.32,0.34,0.33,0.06,0.08,0.07,0.00040000000000000045,0,0.0,0.0,0.0,0.0,0.0,
0.32,0.34,0.33,0.08,0.1,0.09,0.00040000000000000045,0,0.0,0.0,0.0,0.0,0.0,
0.32,0.34,0.33,0.1,0.12,0.11,0.0004000000000000002,0,0.0,0.0,0.0,0.0,0.0,
0.32,0.34,0.33,0.12,0.14,0.13,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.32,0.34,0.33,0.14,0.16,0.15000000000000002,0.0004000000000000002,0,0.0,0.0,0.0,0.0,0.0,
0.32,0.34,0.33,0.16,0.18,0.16999999999999998,0.0004000000000000002,0,0.0,0.0,0.0,0.0,0.0,
0.32,0.34,0.33,0.18,0.2,0.19,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.32,0.34,0.33,0.2,0.22,0.21000000000000002,0.0004000000000000002,0,0.0,0.0,0.0,0.0,0.0,
0.32,0.34,0.33,0.22,0.24,0.22999999999999998,0.0004000000000000002,0,0.0,0.0,0.0,0.0,0.0,
0.32,0.34,0.33,0.24,0.26,0.25,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.32,0.34,0.33,0.26,0.28,0.27,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.32,0.34,0.33,0.28,0.3,0.29000000000000004,0.0003999999999999996,0,0.0,0.0,0.0,0.0,0.0,
0.32,0.34,0.33,0.3,0.32,0.31,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.32,0.34,0.33,0.32,0.34,0.33,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.32,0.34,0.33,0.34,0.36,0.35,0.0003999999999999996,0,0.0,0.0,0.0,0.0,0.0,
0.32,0.34,0.33,0.36,0.38,0.37,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.32,0.34,0.33,0.38,0.4,0.39,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.32,0.34,0.33,0.4,0.42,0.41000000000000003,0.0003999999999999996,0,0.0,0.0,0.0,0.0,0.0,
0.32,0.34,0.33,0.42,0.44,0.43,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.32,0.34,0.33,0.44,0.46,0.45,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.32,0.34,0.33,0.46,0.48,0.47,0.0003999999999999996,0,0.0,0.0,0.0,0.0,0.0,
0.32,0.34,0.33,0.48,0.5,0.49,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.32,0.34,0.33,0.5,0.52,0.51,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.32,0.34,0.33,0.52,0.54,0.53,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.32,0.34,0.33,0.54,0.56,0.55,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.32,0.34,0.33,0.56,0.58,0.5700000000000001,0.0003999999999999985,0,0.0,0.0,0.0,0.0,0.0,
0.32,0.34,0.33,0.58,0.6,0.59,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.32,0.34,0.33,0.6,0.62,0.61,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.32,0.34,0.33,0.62,0.64,0.63,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.32,0.34,0.33,0.64,0.66,0.65,0.0004000000000000007,0,0.0,0.0,0.0,0.0,0.0,
0.32,0.34,0.33,0.66,0.68,0.67,0.0004000000000000007,57,0.00057,1.4249999999999974,0.000446792909822855,1.1169822745571356,44.6792909822855,1.8432428778071077
0.32,0.34,0.33,0.68,0.7000000000000001,0.6900000000000001,0.0004000000000000007,95,0.00095,2.3749999999999956,0.0008794201059271247,2.1985502648178077,87.94201059271248,0.7526322209280811
0.32,0.34,0.33,0.7000000000000001,0.72,0.71,0.0003999999999999985,94,0.00094,2.3500000000000085,0.0008447769233298114,2.111942308324536,84.47769233298114,1.0360272739539267
0.32,0.34,0.33,0.72,0.74,0.73,0.0004000000000000007,93,0.00093,2.3249999999999957,0.0008168618058506797,2.0421545146266955,81.68618058506797,1.2518000005557994
0.32,0.34,0.33,0.74,0.76,0.75,0.0004000000000000007,81,0.00081,2.0249999999999964,0.000794868599743018,1.9871714993575413,79.4868599743018,0.16971938480391552
0.32,0.34,0.33,0.76,0.78,0.77,0.0004000000000000007,67,0.00067,1.674999999999997,0.0007781653205685014,1.9454133014212498,77.81653205685014,-1.226174007206514
0.32,0.34,0.33,0.78,0.8,0.79,0.0004000000000000007,79,0.00079,1.9749999999999965,0.0007662737530013536,1.9156843825033805,76.62737530013536,0.27104229890943154
0.32,0.34,0.33,0.8,0.8200000000000001,0.81,0.0004000000000000007,72,0.00072,1.799999999999997,0.0007588543479505311,1.8971358698763243,75.88543479505311,-0.44602624245382966
0.32,0.34,0.33,0.8200000000000001,0.84,0.8300000000000001,0.0003999999999999985,81,0.00081,2.0250000000000075,0.0007556956796815459,1.8892391992038717,75.56956796815459,0.6246847625776738
0.32,0.34,0.33,0.84,0.86,0.85,0.0004000000000000007,86,0.00086,2.149999999999996,0.0007567079597063292,1.8917698992658196,75.67079597063292,1.1874154757513518
0.32,0.34,0.33,0.86,0.88,0.87,0.0004000000000000007,83,0.00083,2.074999999999996,0.0007619203027792879,1.9048007569482162,76.1920302779288,0.7799429601461155
0.32,0.34,0.33,0.88,0.9,0.89,0.0004000000000000007,79,0.00079,1.9749999999999965,0.0007714816178218411,1.928704044554599,77.1481617821841,0.21083380730298348
0.32,0.34,0.33,0.9,0.92,0.91,0.0004000000000000007,78,0.00078,1.9499999999999964,0.0007856651653829004,1.9641629134572474,78.56651653829003,-0.06391368291782305
0.32,0.34,0.33,0.92,0.9400000000000001,0.93,0.0004000000000000007,85,0.00085,2.124999999999996,0.0008048769948835723,2.012192487208927,80.48769948835722,0.5029597806902582
0.32,0.34,0.33,0.9400000000000001,0.96,0.95,0.0003999999999999985,102,0.00102,2.5500000000000096,0.0008296686612193384,2.074171653048354,82.96686612193383,2.08957497971034
0.32,0.34,0.33,0.96,0.98,0.97,0.0004000000000000007,87,0.00087,2.1749999999999963,0.0008607548345458475,2.151887086364615,86.07548345458476,0.0996494606637443
0.32,0.34,0.33,0.98,1.0,0.99,0.0004000000000000007,83,0.00083,2.074999999999996,0.0008990366752384395,2.2475916880960947,89.90366752384395,-0.7281002221073513
0.34,0.36,0.35,0.0,0.02,0.01,0.00039999999999999926,0,0.0,0.0,0.0,0.0,0.0,
0.34,0.36,0.35,0.02,0.04,0.03,0.00039999999999999926,0,0.0,0.0,0.0,0.0,0.0,
